DBN,Number of Test Takers,TOTAL REGISTER.max,AVERAGE CLASS SIZE.max,SIZE OF SMALLEST CLASS.max,SIZE OF LARGEST CLASS.max,SCHOOLWIDE PUPIL-TEACHER RATIO.max,TOTAL REGISTER.min,AVERAGE CLASS SIZE.min,SIZE OF SMALLEST CLASS.min,SIZE OF LARGEST CLASS.min,SCHOOLWIDE PUPIL-TEACHER RATIO.min,TOTAL REGISTER.mean,AVERAGE CLASS SIZE.mean,SIZE OF SMALLEST CLASS.mean,SIZE OF LARGEST CLASS.mean,SCHOOLWIDE PUPIL-TEACHER RATIO.mean,SCHOOLWIDE PUPIL-TEACHER RATIO,DISTRICT,PEER INDEX*,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 ADDITIONAL CREDIT,COUNT PARTICIPANTS,COUNT FEMALE,PERCENT FEMALE,COUNT MALE,PERCENT MALE,COUNT GENDER UNKNOWN,PERCENT GENDER UNKNOWN,COUNT GENDER TOTAL,PERCENT GENDER TOTAL,COUNT PACIFIC ISLANDER,COUNT HISPANIC LATINO,PERCENT HISPANIC LATINO,COUNT AMERICAN INDIAN,PERCENT AMERICAN INDIAN,COUNT ASIAN NON HISPANIC,PERCENT ASIAN NON HISPANIC,COUNT WHITE NON HISPANIC,PERCENT WHITE NON HISPANIC,COUNT BLACK NON HISPANIC,PERCENT BLACK NON HISPANIC,COUNT OTHER ETHNICITY,PERCENT OTHER ETHNICITY,COUNT ETHNICITY UNKNOWN,PERCENT ETHNICITY UNKNOWN,COUNT ETHNICITY TOTAL,PERCENT ETHNICITY TOTAL,COUNT PERMANENT RESIDENT ALIEN,PERCENT PERMANENT RESIDENT ALIEN,COUNT US CITIZEN,PERCENT US CITIZEN,COUNT OTHER CITIZEN STATUS,PERCENT OTHER CITIZEN STATUS,COUNT CITIZEN STATUS UNKNOWN,PERCENT CITIZEN STATUS UNKNOWN,COUNT CITIZEN STATUS TOTAL,PERCENT CITIZEN STATUS TOTAL,COUNT RECEIVES PUBLIC ASSISTANCE,PERCENT RECEIVES PUBLIC ASSISTANCE,COUNT NRECEIVES PUBLIC ASSISTANCE,PERCENT NRECEIVES PUBLIC ASSISTANCE,COUNT PUBLIC ASSISTANCE UNKNOWN,PERCENT PUBLIC ASSISTANCE UNKNOWN,COUNT PUBLIC ASSISTANCE TOTAL,PERCENT PUBLIC ASSISTANCE TOTAL,YTD % Attendance (Avg),YTD Enrollment(Avg),2009-2010 OVERALL GRADE_is_nan,2009-2010 OVERALL GRADE_is_A,2009-2010 OVERALL GRADE_is_B,2009-2010 OVERALL GRADE_is_C,2009-2010 OVERALL GRADE_is_D,2009-2010 OVERALL GRADE_is_F,2009-2010 ENVIRONMENT GRADE_is_nan,2009-2010 ENVIRONMENT GRADE_is_A,2009-2010 ENVIRONMENT GRADE_is_B,2009-2010 ENVIRONMENT GRADE_is_C,2009-2010 ENVIRONMENT GRADE_is_D,2009-2010 ENVIRONMENT GRADE_is_F,2009-2010 PERFORMANCE GRADE_is_nan,2009-2010 PERFORMANCE GRADE_is_A,2009-2010 PERFORMANCE GRADE_is_B,2009-2010 PERFORMANCE GRADE_is_C,2009-2010 PERFORMANCE GRADE_is_D,2009-2010 PERFORMANCE GRADE_is_F,2009-2010 PROGRESS GRADE_is_nan,2009-2010 PROGRESS GRADE_is_A,2009-2010 PROGRESS GRADE_is_B,2009-2010 PROGRESS GRADE_is_C,2009-2010 PROGRESS GRADE_is_D,2009-2010 PROGRESS GRADE_is_F,2008-09 PROGRESS REPORT GRADE_is_nan,2008-09 PROGRESS REPORT GRADE_is_A,2008-09 PROGRESS REPORT GRADE_is_B,2008-09 PROGRESS REPORT GRADE_is_C,2008-09 PROGRESS REPORT GRADE_is_D,2008-09 PROGRESS REPORT GRADE_is_F
X278,24,133.0,34.0,34.0,34.0,14.0,10.0,10.0,10.0,10.0,14.0,49.2962962963,23.7074074074,21.4814814815,26.2592592593,14.0,14.0,12.0,2.17,56.0,9.2,13.6,30.2,3.0,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
X550,50,317.0,31.0,30.0,32.0,14.7,12.0,12.0,10.0,12.0,14.7,91.0,21.2,16.8571428571,25.2142857143,14.7,14.7,12.0,2.09,76.5,13.2,23.8,38.0,1.5,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X680,31,84.0,32.5,32.0,33.0,10.4,11.0,11.0,11.0,11.0,10.4,38.7857142857,19.6642857143,17.8571428571,21.2857142857,10.4,10.4,12.0,,,,,,,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
X682,75,202.0,30.0,30.0,30.0,15.6,11.0,11.0,10.0,11.0,15.6,75.9,21.095,18.1,24.2,15.6,15.6,12.0,1.75,76.8,13.1,22.4,33.8,7.5,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
X684,58,304.0,31.5,27.0,48.0,15.8,11.0,11.0,10.0,11.0,15.8,71.9696969697,19.4878787879,16.9696969697,22.2727272727,15.8,15.8,12.0,1.98,66.4,8.7,16.5,36.7,4.5,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
X690,47,293.0,34.5,34.0,35.0,14.7,12.0,12.0,10.0,12.0,14.7,74.3571428571,21.4964285714,18.1071428571,24.7857142857,14.7,14.7,12.0,1.91,49.0,6.5,11.7,30.8,0.0,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
X692,70,258.0,33.0,33.0,34.0,12.1,15.0,15.0,10.0,15.0,12.1,76.7777777778,24.8074074074,20.7777777778,27.962962963,12.1,12.1,12.0,1.84,72.9,8.0,12.7,47.7,4.5,26,19,0.73,7,0.27,0,0,26,100,0,10,0.38,0,0.0,0,0.0,0,0.0,15,0.58,1,0.04,0,0.0,26,100,4,0.15,22,0.85,0,0.0,0,0,26,100,12,0.46,14,0.54,0,0,26,100,87.33,23118,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
X249,52,192.0,31.0,29.0,35.0,14.7,15.0,15.0,11.0,15.0,14.7,68.52,21.528,18.4,24.84,14.7,14.7,11.0,2.58,93.3,11.8,20.5,56.5,4.5,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X253,57,260.0,28.0,28.0,30.0,18.1,13.0,13.0,10.0,13.0,18.1,77.0,21.7461538462,19.0384615385,24.0384615385,18.1,18.1,11.0,2.26,56.4,8.1,13.2,30.6,4.5,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
X265,70,282.0,29.0,29.0,33.0,14.2,25.0,14.0,10.0,20.0,14.2,86.3529411765,24.0294117647,19.5294117647,27.8823529412,14.2,14.2,11.0,2.49,63.5,8.3,18.5,36.7,0.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X270,37,239.0,34.5,34.0,36.0,17.2,15.0,12.0,12.0,12.0,17.2,77.9032258065,26.2322580645,22.7419354839,28.6774193548,17.2,17.2,11.0,2.33,55.2,7.2,15.4,32.6,0.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
X275,56,204.0,34.0,34.0,34.0,17.8,12.0,12.0,12.0,12.0,17.8,74.5,26.4875,22.25,30.2083333333,17.8,17.8,11.0,2.35,87.5,8.3,25.0,42.2,12.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X288,90,266.0,34.0,34.0,35.0,19.3,11.0,11.0,11.0,11.0,19.3,111.555555556,26.3722222222,22.1111111111,29.6666666667,19.3,19.3,11.0,2.81,74.3,10.6,17.2,40.5,6.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X290,46,342.0,35.0,35.0,35.0,18.6,10.0,10.0,10.0,10.0,18.6,77.8888888889,24.5703703704,21.8888888889,27.2592592593,18.6,18.6,11.0,2.11,85.3,10.8,16.0,49.5,9.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X299,38,184.0,34.0,34.0,34.0,15.8,7.0,7.0,7.0,7.0,15.8,61.5806451613,23.0806451613,20.7096774194,25.2258064516,15.8,15.8,11.0,2.17,67.1,10.8,18.5,36.3,1.5,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X415,114,650.0,53.0,53.0,54.0,13.4,10.0,10.0,10.0,10.0,13.4,141.862068966,28.6275862069,24.5517241379,32.1379310345,13.4,13.4,11.0,1.62,41.8,9.1,9.0,23.7,0.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
X418,54,163.0,72.0,72.0,72.0,17.0,14.0,14.0,10.0,14.0,17.0,59.5384615385,25.65,22.0769230769,29.0384615385,17.0,17.0,11.0,2.31,59.7,10.3,17.1,30.8,1.5,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
X455,201,1229.0,32.6,30.0,35.0,17.1,9.0,9.0,8.0,9.0,17.1,243.9,22.3533333333,18.5666666667,24.8666666667,17.1,17.1,11.0,1.71,69.5,9.5,19.3,36.2,4.5,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
X513,43,245.0,26.0,26.0,30.0,15.3,10.0,10.0,10.0,10.0,15.3,79.5333333333,19.7666666667,15.8,22.5333333333,15.3,15.3,11.0,2.19,85.6,10.7,23.1,45.8,6.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X514,21,222.0,30.0,27.0,34.0,14.7,12.0,11.5,11.0,12.0,14.7,54.2857142857,21.2321428571,18.3571428571,24.1428571429,14.7,14.7,11.0,1.93,60.1,11.8,17.6,30.7,0.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
X541,43,263.0,36.0,36.0,36.0,16.0,22.0,12.3,10.0,15.0,16.0,78.0434782609,25.7869565217,21.2173913043,29.5217391304,16.0,16.0,11.0,2.0,51.8,9.6,10.3,31.9,0.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
X542,92,258.0,33.0,33.0,34.0,20.9,11.0,11.0,10.0,11.0,20.9,94.0869565217,24.6217391304,20.7391304348,27.9130434783,20.9,20.9,11.0,2.63,70.8,9.4,19.4,36.0,6.0,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
X544,40,207.0,31.3,31.0,34.0,17.5,10.0,10.0,10.0,10.0,17.5,87.32,26.116,23.4,28.44,17.5,17.5,11.0,1.99,86.5,14.4,23.1,44.5,4.5,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
X545,47,195.0,33.0,33.0,33.0,18.1,11.0,11.0,11.0,11.0,18.1,46.0357142857,23.6071428571,21.6071428571,25.5357142857,18.1,18.1,11.0,2.03,93.8,8.4,25.0,49.9,10.5,139,82,0.59,57,0.41,0,0,139,100,1,44,0.32,1,0.01,1,0.01,3,0.02,83,0.6,5,0.04,1,0.01,139,100,7,0.05,131,0.94,1,0.01,0,0,139,100,48,0.35,91,0.65,0,0,139,100,89.84,38230,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K265,46,236.0,31.5,30.0,33.0,12.6,12.0,12.0,11.0,12.0,12.6,81.1428571429,21.4666666667,17.619047619,24.7142857143,12.6,12.6,13.0,2.57,76.4,6.6,20.2,48.1,1.5,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
K350,59,173.0,29.0,29.0,29.0,15.2,13.0,13.0,10.0,13.0,15.2,65.4545454545,23.2545454545,21.6818181818,24.5909090909,15.2,15.2,13.0,2.25,65.4,8.7,18.4,36.8,1.5,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K412,43,206.0,34.0,34.0,39.0,14.0,29.0,14.5,11.0,16.0,14.0,76.7037037037,26.8444444444,23.037037037,30.2222222222,14.0,14.0,13.0,2.36,56.0,9.6,11.8,31.6,3.0,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
K419,104,327.0,36.0,33.0,44.0,20.2,12.0,11.0,9.0,12.0,20.2,116.266666667,25.65,21.5333333333,28.9333333333,20.2,20.2,13.0,2.48,80.5,8.3,16.0,50.2,6.0,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
K430,1047,2855.0,34.0,34.0,35.0,21.7,100.0,28.5,19.0,34.0,21.7,1152.63157895,32.2842105263,27.6842105263,34.0526315789,21.7,21.7,13.0,3.81,61.3,6.5,18.0,36.8,0.0,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
K483,104,199.0,28.0,27.0,30.0,13.7,24.0,13.0,12.0,14.0,13.7,73.3043478261,24.647826087,23.347826087,26.0434782609,13.7,13.7,13.0,2.76,72.2,10.0,18.8,35.9,7.5,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
K499,103,198.0,35.0,35.0,35.0,14.8,10.0,10.0,10.0,10.0,14.8,72.6875,24.871875,22.5,26.9375,14.8,14.8,13.0,2.2,71.7,5.9,17.3,47.0,1.5,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
K509,40,198.0,33.0,33.0,39.0,14.2,23.0,12.0,10.0,14.0,14.2,58.9090909091,23.4272727273,20.9545454545,26.5454545455,14.2,14.2,13.0,2.17,61.2,7.5,19.1,33.1,1.5,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
K595,50,235.0,31.0,31.0,33.0,16.7,25.0,19.9,10.0,25.0,16.7,95.4666666667,24.3333333333,19.2666666667,28.6666666667,16.7,16.7,13.0,3.07,90.2,9.4,20.5,54.3,6.0,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
K605,87,430.0,34.0,34.0,35.0,13.9,10.0,10.0,10.0,10.0,13.9,95.2285714286,22.8257142857,20.3428571429,24.8285714286,13.9,13.9,13.0,2.25,45.6,7.2,11.0,27.4,0.0,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
K670,168,402.0,33.3,33.0,36.0,19.0,10.0,10.0,10.0,10.0,19.0,141.7,25.06,19.65,29.7,19.0,19.0,13.0,3.28,68.8,6.4,17.6,38.8,6.0,6,6,1.0,0,0.0,0,0,6,100,0,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,1,0.17,0,0.0,6,100,0,0.0,6,1.0,0,0.0,0,0,6,100,3,0.5,3,0.5,0,0,6,100,89.56,22785,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
K071,59,415.0,33.3,32.0,34.0,11.5,9.0,9.0,6.0,9.0,11.5,78.8958333333,20.125,17.7708333333,22.25,11.5,11.5,14.0,1.89,57.6,9.7,14.8,33.1,0.0,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
K322,28,122.0,27.0,27.0,32.0,12.2,14.0,11.0,10.0,12.0,12.2,48.4285714286,19.7857142857,16.6666666667,23.0476190476,12.2,12.2,14.0,2.06,66.7,6.8,19.0,40.9,0.0,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K404,70,239.0,29.0,27.0,31.0,14.5,11.0,11.0,11.0,11.0,14.5,72.0,21.8833333333,19.5,23.9444444444,14.5,14.5,14.0,2.51,72.1,9.2,19.6,38.8,4.5,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
K449,50,234.0,27.3,27.0,31.0,16.5,37.0,10.0,10.0,10.0,16.5,93.7692307692,22.6538461538,19.4615384615,24.6153846154,16.5,16.5,14.0,3.63,60.2,10.7,19.1,30.4,0.0,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
K454,52,152.0,31.0,31.0,35.0,12.7,17.0,14.0,10.0,16.0,12.7,57.48,22.856,20.48,25.48,12.7,12.7,14.0,2.3,47.0,7.3,11.6,26.6,1.5,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
K474,102,733.0,35.0,35.0,37.0,18.2,32.0,24.9,10.0,30.0,18.2,171.565217391,29.5956521739,24.6086956522,33.4347826087,18.2,18.2,14.0,2.43,58.1,6.6,11.7,33.8,6.0,47,34,0.72,13,0.28,0,0,47,100,0,2,0.04,0,0.0,1,0.02,41,0.87,1,0.02,2,0.04,0,0.0,47,99,0,0.0,47,1.0,0,0.0,0,0,47,100,31,0.66,16,0.34,0,0,47,100,89.41,20181,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
